name,age,position,height,value,national_matches,national_goals,matches20,goals20,assists20,yellow20,double_yellows20,red20,matches21,goals21,assists21,yellow21,double_yellows21,red21,matches22,goals22,assists22,yellow22,double_yellows22,red22,goal_percentage20,goal_percentage21,goal_percentage22,assists_percentage20,assists_percentage21,assists_percentage22,goalkeeper,deff,middle,attack
jesper-lindstrom,23,Attacking Midfield,1.82,28000.0,9,1,31,10,11,4,0,1,39,5,9,0,0,0,38,9,4,2,0,0,0.3225806451612903,0.1282051282051282,0.23684210526315788,0.3548387096774194,0.23076923076923078,0.10526315789473684,0,0,1,0
konrad-laimer,26,Central Midfield,1.8,28000.0,26,2,4,0,0,0,0,0,43,5,6,3,0,0,29,4,1,10,0,0,0.0,0.11627906976744186,0.13793103448275862,0.0,0.13953488372093023,0.034482758620689655,0,0,1,0
piero-hincapie,21,Centre-Back,1.83,25000.0,26,1,19,0,0,5,0,0,33,2,1,6,0,0,43,1,1,14,2,1,0.0,0.06060606060606061,0.023255813953488372,0.0,0.030303030303030304,0.023255813953488372,0,1,0,0
timo-werner,27,Centre-Forward,1.8,25000.0,57,24,52,12,15,3,0,0,37,11,6,1,0,0,40,16,6,3,0,0,0.23076923076923078,0.2972972972972973,0.4,0.28846153846153844,0.16216216216216217,0.15,0,0,0,1
odilon-kossounou,22,Centre-Back,1.91,20000.0,16,0,42,1,2,5,0,1,34,0,2,4,0,0,35,0,1,5,0,0,0.023809523809523808,0.0,0.0,0.047619047619047616,0.058823529411764705,0.02857142857142857,0,1,0,0
djibril-sow,26,Central Midfield,1.84,22000.0,36,0,29,0,2,6,0,0,44,3,6,7,0,0,47,4,0,11,0,0,0.0,0.06818181818181818,0.0851063829787234,0.06896551724137931,0.13636363636363635,0.0,0,0,1,0
xaver-schlager,25,Central Midfield,1.74,22000.0,33,3,38,2,6,8,0,0,15,0,1,2,0,0,33,1,2,3,0,0,0.05263157894736842,0.0,0.030303030303030304,0.15789473684210525,0.06666666666666667,0.06060606060606061,0,0,1,0
christoph-baumgartner,23,Attacking Midfield,1.8,20000.0,27,8,41,9,7,8,0,0,31,7,2,6,0,0,36,7,7,7,0,0,0.21951219512195122,0.22580645161290322,0.19444444444444445,0.17073170731707318,0.06451612903225806,0.19444444444444445,0,0,1,0
philipp-lienhart,26,Centre-Back,1.89,20000.0,11,0,36,4,0,4,0,0,38,5,0,3,0,0,39,1,0,6,0,0,0.1111111111111111,0.13157894736842105,0.02564102564102564,0.0,0.0,0.0,0,1,0,0
mathys-tel,18,Centre-Forward,1.83,20000.0,6,5,0,0,0,0,0,0,18,9,0,0,0,0,28,6,0,2,0,0,0.0,0.5,0.21428571428571427,0.0,0.0,0.0,0,0,0,1
kimberly-ezekwem,21,Left-Back,1.87,350.0,0,0,37,0,14,6,0,0,14,0,0,2,0,0,17,0,0,0,0,1,0.0,0.0,0.0,0.3783783783783784,0.0,0.0,0,1,0,0
matthijs-de-ligt,23,Centre-Back,1.89,75000.0,41,2,36,1,1,7,0,0,42,3,1,5,1,0,43,3,1,5,0,0,0.027777777777777776,0.07142857142857142,0.06976744186046512,0.027777777777777776,0.023809523809523808,0.023255813953488372,0,1,0,0
jamal-musiala,20,Attacking Midfield,1.84,110000.0,20,1,39,7,1,0,0,0,40,8,6,2,0,0,47,16,16,2,0,0,0.1794871794871795,0.2,0.3404255319148936,0.02564102564102564,0.15,0.3404255319148936,0,0,1,0
jonathan-tah,27,Centre-Back,1.95,20000.0,16,0,35,1,1,3,0,1,42,2,3,4,0,0,47,1,0,8,0,0,0.02857142857142857,0.047619047619047616,0.02127659574468085,0.02857142857142857,0.07142857142857142,0.0,0,1,0,0
matthias-ginter,29,Centre-Back,1.91,20000.0,50,2,46,2,1,2,0,0,31,1,0,2,0,0,47,5,4,5,0,0,0.043478260869565216,0.03225806451612903,0.10638297872340426,0.021739130434782608,0.0,0.0851063829787234,0,1,0,0
ramy-bensebaini,28,Left-Back,1.87,20000.0,53,6,33,7,0,10,0,0,24,6,2,6,0,0,30,7,1,5,1,0,0.21212121212121213,0.25,0.23333333333333334,0.0,0.08333333333333333,0.03333333333333333,0,1,0,0
andre-silva,27,Centre-Forward,1.85,20000.0,53,19,34,29,10,1,0,0,51,17,8,2,0,0,44,9,9,3,0,0,0.8529411764705882,0.3333333333333333,0.20454545454545456,0.29411764705882354,0.1568627450980392,0.20454545454545456,0,0,0,1
david-raum,25,Left-Back,1.8,20000.0,17,0,38,1,18,3,0,0,35,3,13,5,0,0,40,0,2,7,0,0,0.02631578947368421,0.08571428571428572,0.0,0.47368421052631576,0.37142857142857144,0.05,0,1,0,0
maxence-lacroix,23,Centre-Back,1.9,20000.0,2,0,36,2,1,8,0,0,36,0,0,7,1,2,26,1,0,1,0,0,0.05555555555555555,0.0,0.038461538461538464,0.027777777777777776,0.0,0.0,0,1,0,0
nico-elvedi,26,Centre-Back,1.89,20000.0,45,1,40,5,2,1,0,0,31,1,1,3,0,1,34,3,0,2,0,0,0.125,0.03225806451612903,0.08823529411764706,0.05,0.03225806451612903,0.0,0,1,0,0
raphael-guerreiro,29,Left-Back,1.7,20000.0,63,4,40,6,11,1,0,0,28,5,4,1,0,0,36,6,14,4,0,0,0.15,0.17857142857142858,0.16666666666666666,0.275,0.14285714285714285,0.3888888888888889,0,1,0,0
micky-van-de-ven,22,Centre-Back,1.93,18000.0,7,0,28,2,1,6,0,0,5,0,1,0,0,0,36,1,2,7,0,0,0.07142857142857142,0.0,0.027777777777777776,0.03571428571428571,0.2,0.05555555555555555,0,1,0,0
thomas-muller,33,Second Striker,1.85,18000.0,121,44,46,15,24,2,0,0,45,13,25,0,0,0,40,8,12,1,0,0,0.32608695652173914,0.28888888888888886,0.2,0.5217391304347826,0.5555555555555556,0.3,0,0,0,1
callum-hudson-odoi,22,Left Winger,1.77,17000.0,3,0,37,5,5,0,0,0,28,3,6,2,0,0,21,1,1,0,0,0,0.13513513513513514,0.10714285714285714,0.047619047619047616,0.13513513513513514,0.21428571428571427,0.047619047619047616,0,0,0,1
salih-ozcan,25,Defensive Midfield,1.83,17000.0,9,0,32,1,2,3,0,0,34,2,1,5,0,0,36,0,2,10,0,0,0.03125,0.058823529411764705,0.0,0.0625,0.029411764705882353,0.05555555555555555,0,0,1,0
amadou-haidara,25,Central Midfield,1.75,17000.0,32,2,43,6,3,6,0,0,28,4,1,2,0,0,44,2,2,8,0,0,0.13953488372093023,0.14285714285714285,0.045454545454545456,0.06976744186046512,0.03571428571428571,0.045454545454545456,0,0,1,0
maximilian-arnold,29,Central Midfield,1.84,17000.0,3,0,36,3,7,7,0,1,41,4,6,7,0,0,34,5,3,5,0,0,0.08333333333333333,0.0975609756097561,0.14705882352941177,0.19444444444444445,0.14634146341463414,0.08823529411764706,0,0,1,0
ritsu-doan,24,Right Winger,1.72,15000.0,36,5,35,5,3,1,0,0,39,11,3,1,0,0,45,7,7,4,0,0,0.14285714285714285,0.28205128205128205,0.15555555555555556,0.08571428571428572,0.07692307692307693,0.15555555555555556,0,0,0,1
donyell-malen,24,Right Winger,1.78,16000.0,21,4,45,27,10,3,0,0,38,9,6,2,0,0,35,10,8,2,0,0,0.6,0.23684210526315788,0.2857142857142857,0.2222222222222222,0.15789473684210525,0.22857142857142856,0,0,0,1
sheraldo-becker,28,Second Striker,1.8,15000.0,6,2,20,3,3,2,0,0,40,6,9,8,0,0,48,12,10,6,0,0,0.15,0.15,0.25,0.15,0.225,0.20833333333333334,0,0,0,1
julian-weigl,27,Defensive Midfield,1.86,15000.0,6,0,43,1,0,12,0,0,48,3,5,12,0,0,27,1,1,8,0,0,0.023255813953488372,0.0625,0.037037037037037035,0.0,0.10416666666666667,0.037037037037037035,0,0,1,0
abdou-diallo,27,Centre-Back,1.87,15000.0,22,2,36,0,2,2,1,1,16,0,1,2,0,0,15,1,0,2,0,0,0.0,0.0,0.06666666666666667,0.05555555555555555,0.0625,0.0,0,1,0,0
tuta,23,Centre-Back,1.85,15000.0,0,0,20,0,0,5,0,0,38,4,0,5,2,0,44,2,1,9,1,0,0.0,0.10526315789473684,0.045454545454545456,0.0,0.0,0.022727272727272728,0,1,0,0
adam-hlozek,20,Centre-Forward,1.88,15000.0,21,1,23,15,9,0,0,0,47,12,15,3,0,0,44,7,6,2,0,0,0.6521739130434783,0.2553191489361702,0.1590909090909091,0.391304347826087,0.3191489361702128,0.13636363636363635,0,0,0,1
amine-adli,23,Left Winger,1.74,15000.0,6,3,36,8,8,6,0,1,35,4,4,4,0,1,38,7,6,3,0,2,0.2222222222222222,0.11428571428571428,0.18421052631578946,0.2222222222222222,0.11428571428571428,0.15789473684210525,0,0,0,1
konstantinos-mavropanos,25,Centre-Back,1.94,15000.0,17,0,22,0,0,6,0,0,33,5,1,3,0,0,34,3,1,9,1,0,0.0,0.15151515151515152,0.08823529411764706,0.0,0.030303030303030304,0.029411764705882353,0,1,0,0
benjamin-henrichs,26,Right-Back,1.85,15000.0,7,0,20,0,1,5,0,0,37,3,4,4,0,0,44,4,3,11,0,0,0.0,0.08108108108108109,0.09090909090909091,0.05,0.10810810810810811,0.06818181818181818,0,1,0,0
florian-neuhaus,26,Central Midfield,1.85,15000.0,10,2,45,8,8,10,0,0,32,4,4,2,0,0,24,2,0,2,0,0,0.17777777777777778,0.125,0.08333333333333333,0.17777777777777778,0.125,0.0,0,0,1,0
exequiel-palacios,24,Central Midfield,1.77,15000.0,24,0,13,0,1,2,0,0,32,3,2,3,0,0,34,5,2,8,0,0,0.0,0.09375,0.14705882352941177,0.07692307692307693,0.0625,0.058823529411764705,0,0,1,0
kimberly-ezekwem,21,Left-Back,1.87,350.0,0,0,37,0,14,6,0,0,14,0,0,2,0,0,17,0,0,0,0,1,0.0,0.0,0.0,0.3783783783783784,0.0,0.0,0,1,0,0
jamal-musiala,20,Attacking Midfield,1.84,110000.0,20,1,39,7,1,0,0,0,40,8,6,2,0,0,47,16,16,2,0,0,0.1794871794871795,0.2,0.3404255319148936,0.02564102564102564,0.15,0.3404255319148936,0,0,1,0
matthijs-de-ligt,23,Centre-Back,1.89,75000.0,41,2,36,1,1,7,0,0,42,3,1,5,1,0,43,3,1,5,0,0,0.027777777777777776,0.07142857142857142,0.06976744186046512,0.027777777777777776,0.023809523809523808,0.023255813953488372,0,1,0,0
kylian-mbappe,24,Centre-Forward,1.78,180000.0,68,38,47,42,11,7,0,0,46,39,26,11,0,0,43,41,10,6,0,0,0.8936170212765957,0.8478260869565217,0.9534883720930233,0.23404255319148937,0.5652173913043478,0.23255813953488372,0,0,0,1
achraf-hakimi,24,Right-Back,1.81,70000.0,62,8,45,7,11,9,0,0,41,4,6,5,0,1,39,5,6,6,1,1,0.15555555555555556,0.0975609756097561,0.1282051282051282,0.24444444444444444,0.14634146341463414,0.15384615384615385,0,1,0,0
marquinhos,29,Centre-Back,1.83,70000.0,76,5,40,6,1,3,0,0,40,5,1,5,0,0,44,2,1,4,0,0,0.15,0.125,0.045454545454545456,0.025,0.025,0.022727272727272728,0,1,0,0
nuno-mendes,20,Left-Back,1.83,65000.0,19,0,35,1,2,5,0,0,40,0,3,5,0,0,32,2,7,3,0,0,0.02857142857142857,0.0,0.0625,0.05714285714285714,0.075,0.21875,0,1,0,0
neymar,31,Left Winger,1.75,70000.0,124,77,31,17,11,10,1,1,28,13,8,11,0,0,29,18,17,9,1,0,0.5483870967741935,0.4642857142857143,0.6206896551724138,0.3548387096774194,0.2857142857142857,0.5862068965517241,0,0,0,1
jonathan-david,23,Centre-Forward,1.75,60000.0,40,24,48,13,5,1,0,0,48,19,0,3,0,0,40,26,4,7,0,0,0.2708333333333333,0.3958333333333333,0.65,0.10416666666666667,0.0,0.1,0,0,0,1
marco-verratti,30,Central Midfield,1.65,50000.0,53,3,31,0,6,10,0,0,32,2,2,14,0,0,38,0,1,14,0,1,0.0,0.0625,0.0,0.1935483870967742,0.0625,0.02631578947368421,0,0,1,0
gianluigi-donnarumma,24,Goalkeeper,1.96,50000.0,52,0,48,0,3,0,1,0,24,0,5,0,0,0,48,0,3,0,0,0,0.0,0.0,0.0,0.0625,0.20833333333333334,0.0625,1,0,0,0
vitinha,23,Central Midfield,1.72,42000.0,9,0,23,1,1,0,0,0,47,4,5,6,0,0,48,2,4,4,0,0,0.043478260869565216,0.0851063829787234,0.041666666666666664,0.043478260869565216,0.10638297872340426,0.08333333333333333,0,0,1,0
lionel-messi,35,Right Winger,1.7,45000.0,174,102,47,38,14,6,0,1,34,11,15,1,0,0,41,21,20,0,0,0,0.8085106382978723,0.3235294117647059,0.5121951219512195,0.2978723404255319,0.4411764705882353,0.4878048780487805,0,0,0,1
fabian-ruiz,27,Central Midfield,1.89,38000.0,16,1,42,4,1,2,0,0,38,7,5,6,1,0,37,3,3,1,0,0,0.09523809523809523,0.18421052631578946,0.08108108108108109,0.023809523809523808,0.13157894736842105,0.08108108108108109,0,0,1,0
presnel-kimpembe,27,Centre-Back,1.83,35000.0,28,0,40,0,0,8,1,1,41,2,1,10,0,0,15,0,0,4,0,0,0.0,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0,1,0,0
amine-gouiri,23,Centre-Forward,1.81,35000.0,24,11,41,16,8,6,0,0,43,12,10,4,0,0,47,17,8,5,1,0,0.3902439024390244,0.27906976744186046,0.3617021276595745,0.1951219512195122,0.23255813953488372,0.1702127659574468,0,0,0,1
khephren-thuram,22,Defensive Midfield,1.92,32000.0,14,2,33,2,0,4,0,0,41,4,3,4,0,0,48,2,8,6,0,0,0.06060606060606061,0.0975609756097561,0.041666666666666664,0.0,0.07317073170731707,0.16666666666666666,0,0,1,0
seko-fofana,28,Central Midfield,1.85,30000.0,8,3,32,2,4,2,0,0,41,10,2,3,0,0,39,9,6,2,0,0,0.0625,0.24390243902439024,0.23076923076923078,0.125,0.04878048780487805,0.15384615384615385,0,0,1,0
jean-clair-todibo,23,Centre-Back,1.9,30000.0,0,0,19,1,0,6,0,0,40,1,0,8,0,0,46,0,0,3,1,2,0.05263157894736842,0.025,0.0,0.0,0.0,0.0,0,1,0,0
martin-terrier,26,Left Winger,1.84,35000.0,13,7,38,9,8,2,0,1,46,21,7,1,0,0,22,12,5,0,0,0,0.23684210526315788,0.45652173913043476,0.5454545454545454,0.21052631578947367,0.15217391304347827,0.22727272727272727,0,0,0,1
carlos-soler,26,Central Midfield,1.8,30000.0,14,4,34,12,9,7,0,0,38,12,5,5,0,0,38,7,4,0,0,0,0.35294117647058826,0.3157894736842105,0.18421052631578946,0.2647058823529412,0.13157894736842105,0.10526315789473684,0,0,1,0
mohamed-camara,23,Defensive Midfield,1.73,28000.0,15,3,26,2,0,11,0,0,37,1,5,12,0,0,37,0,3,8,0,1,0.07692307692307693,0.02702702702702703,0.0,0.0,0.13513513513513514,0.08108108108108109,0,0,1,0
rayan-cherki,19,Attacking Midfield,1.77,27000.0,7,4,31,4,4,3,0,1,22,2,4,2,0,0,39,5,6,3,0,0,0.12903225806451613,0.09090909090909091,0.1282051282051282,0.12903225806451613,0.18181818181818182,0.15384615384615385,0,0,1,0
axel-disasi,25,Centre-Back,1.9,25000.0,3,0,35,3,0,4,0,2,45,3,0,6,0,0,49,6,4,3,0,0,0.08571428571428572,0.06666666666666667,0.12244897959183673,0.0,0.0,0.08163265306122448,0,1,0,0
youssouf-fofana,24,Central Midfield,1.85,25000.0,9,0,40,0,3,9,1,0,46,1,4,6,0,1,47,2,2,3,1,1,0.0,0.021739130434782608,0.0425531914893617,0.075,0.08695652173913043,0.0425531914893617,0,0,1,0
folarin-balogun,21,Centre-Forward,1.78,25000.0,0,0,26,12,4,4,1,0,38,18,6,1,0,0,39,22,3,5,0,0,0.46153846153846156,0.47368421052631576,0.5641025641025641,0.15384615384615385,0.15789473684210525,0.07692307692307693,0,0,0,1
malo-gusto,20,Right-Back,1.79,25000.0,7,1,9,0,1,1,0,0,38,1,5,4,1,0,22,0,1,1,0,0,0.0,0.02631578947368421,0.0,0.1111111111111111,0.13157894736842105,0.045454545454545456,0,1,0,0
elye-wahi,20,Centre-Forward,1.84,25000.0,3,1,25,5,1,1,0,0,36,10,2,2,0,1,33,19,6,8,0,1,0.2,0.2777777777777778,0.5757575757575758,0.04,0.05555555555555555,0.18181818181818182,0,0,0,1
neymar,31,Left Winger,1.75,70000.0,124,77,31,17,11,10,1,1,28,13,8,11,0,0,29,18,17,9,1,0,0.5483870967741935,0.4642857142857143,0.6206896551724138,0.3548387096774194,0.2857142857142857,0.5862068965517241,0,0,0,1
jonathan-david,23,Centre-Forward,1.75,60000.0,40,24,48,13,5,1,0,0,48,19,0,3,0,0,40,26,4,7,0,0,0.2708333333333333,0.3958333333333333,0.65,0.10416666666666667,0.0,0.1,0,0,0,1
aleksandr-golovin,27,Attacking Midfield,1.78,25000.0,45,5,26,6,9,2,0,0,40,4,8,9,0,1,45,8,8,7,0,0,0.23076923076923078,0.1,0.17777777777777778,0.34615384615384615,0.2,0.17777777777777778,0,0,1,0
vitinha,23,Central Midfield,1.72,42000.0,9,0,23,1,1,0,0,0,47,4,5,6,0,0,48,2,4,4,0,0,0.043478260869565216,0.0851063829787234,0.041666666666666664,0.043478260869565216,0.10638297872340426,0.08333333333333333,0,0,1,0
matteo-guendouzi,24,Central Midfield,1.85,25000.0,7,1,24,2,3,5,0,0,56,5,14,9,0,0,43,5,5,5,0,0,0.08333333333333333,0.08928571428571429,0.11627906976744186,0.125,0.25,0.11627906976744186,0,0,1,0
arnaud-kalimuendo,21,Centre-Forward,1.75,25000.0,15,4,31,8,6,0,0,0,38,13,0,1,0,1,38,7,5,0,0,0,0.25806451612903225,0.34210526315789475,0.18421052631578946,0.1935483870967742,0.0,0.13157894736842105,0,0,0,1
maxence-caqueret,23,Central Midfield,1.74,25000.0,19,2,33,0,1,3,1,0,39,0,1,7,0,0,40,4,7,2,0,0,0.0,0.0,0.1,0.030303030303030304,0.02564102564102564,0.175,0,0,1,0
hugo-ekitike,20,Centre-Forward,1.89,25000.0,6,0,15,4,2,3,0,0,27,11,5,1,0,2,32,4,4,0,0,0,0.26666666666666666,0.4074074074074074,0.125,0.13333333333333333,0.18518518518518517,0.125,0,0,0,1
nicolas-pepe,28,Right Winger,1.83,22000.0,35,9,47,16,5,1,0,1,23,3,6,0,0,0,28,8,1,3,0,0,0.3404255319148936,0.13043478260869565,0.2857142857142857,0.10638297872340426,0.2608695652173913,0.03571428571428571,0,0,0,1
vitinha,23,Centre-Forward,1.78,22000.0,8,4,5,5,0,0,0,0,38,14,4,4,0,1,43,15,6,4,0,0,1.0,0.3684210526315789,0.3488372093023256,0.0,0.10526315789473684,0.13953488372093023,0,0,0,1
breel-embolo,26,Centre-Forward,1.87,22000.0,63,13,41,6,6,4,0,0,31,11,6,4,0,0,42,14,4,4,0,0,0.14634146341463414,0.3548387096774194,0.3333333333333333,0.14634146341463414,0.1935483870967742,0.09523809523809523,0,0,0,1
lois-openda,23,Centre-Forward,1.77,20000.0,8,2,38,13,5,1,0,0,50,24,6,8,0,2,42,21,4,2,0,0,0.34210526315789475,0.48,0.5,0.13157894736842105,0.12,0.09523809523809523,0,0,0,1
wissam-ben-yedder,32,Centre-Forward,1.7,20000.0,19,3,41,22,9,2,0,0,52,32,7,3,0,0,43,25,7,4,0,0,0.5365853658536586,0.6153846153846154,0.5813953488372093,0.21951219512195122,0.1346153846153846,0.16279069767441862,0,0,0,1
chancel-mbemba,28,Centre-Back,1.82,20000.0,68,4,43,1,0,8,0,0,47,2,0,5,0,1,45,7,1,3,0,1,0.023255813953488372,0.0425531914893617,0.15555555555555556,0.0,0.0,0.022222222222222223,0,1,0,0
renato-sanches,25,Central Midfield,1.76,20000.0,32,3,29,1,4,7,0,0,32,2,5,7,1,0,27,2,0,1,0,0,0.034482758620689655,0.0625,0.07407407407407407,0.13793103448275862,0.15625,0.0,0,0,1,0
arthur-theate,23,Centre-Back,1.85,20000.0,6,0,37,5,0,7,0,0,34,2,1,7,1,0,42,5,1,7,0,0,0.13513513513513514,0.058823529411764705,0.11904761904761904,0.0,0.029411764705882353,0.023809523809523808,0,1,0,0
caio-henrique,25,Left-Back,1.78,20000.0,11,0,36,0,5,0,0,0,49,2,13,6,0,0,45,1,10,4,0,0,0.0,0.04081632653061224,0.022222222222222223,0.1388888888888889,0.2653061224489796,0.2222222222222222,0,1,0,0
castello-lukeba,20,Centre-Back,1.84,20000.0,5,0,7,0,0,0,0,0,32,2,0,3,0,0,38,2,0,7,1,0,0.0,0.0625,0.05263157894736842,0.0,0.0,0.0,0,1,0,0
lovro-majer,25,Attacking Midfield,1.78,20000.0,19,4,49,11,14,6,0,0,49,11,13,1,0,0,42,3,7,4,0,0,0.22448979591836735,0.22448979591836735,0.07142857142857142,0.2857142857142857,0.2653061224489796,0.16666666666666666,0,0,1,0
terem-moffi,24,Centre-Forward,1.88,20000.0,10,3,36,16,3,2,0,0,38,8,4,1,0,0,38,21,3,3,0,0,0.4444444444444444,0.21052631578947367,0.5526315789473685,0.08333333333333333,0.10526315789473684,0.07894736842105263,0,0,0,1
jonathan-bamba,27,Left Winger,1.75,20000.0,0,0,48,7,11,3,0,0,39,1,4,6,0,0,35,6,7,6,0,0,0.14583333333333334,0.02564102564102564,0.17142857142857143,0.22916666666666666,0.10256410256410256,0.2,0,0,0,1
nordi-mukiele,25,Right-Back,1.87,20000.0,1,0,40,4,2,8,0,0,38,2,5,3,0,0,25,0,3,0,0,0,0.1,0.05263157894736842,0.0,0.05,0.13157894736842105,0.12,0,1,0,0
vanderson,21,Right-Back,1.73,18000.0,0,0,52,4,4,9,0,1,22,2,3,4,0,0,39,1,5,4,1,0,0.07692307692307693,0.09090909090909091,0.02564102564102564,0.07692307692307693,0.13636363636363635,0.1282051282051282,0,1,0,0
alban-lafont,24,Goalkeeper,1.96,20000.0,0,0,40,0,2,0,0,0,39,0,3,0,0,0,48,0,1,1,0,0,0.0,0.0,0.0,0.05,0.07692307692307693,0.020833333333333332,1,0,0,0
valentin-rongier,28,Central Midfield,1.72,18000.0,0,0,34,1,2,8,0,0,46,1,2,7,1,0,46,1,2,8,0,0,0.029411764705882353,0.021739130434782608,0.021739130434782608,0.058823529411764705,0.043478260869565216,0.043478260869565216,0,0,1,0
jeremy-doku,21,Right Winger,1.73,18000.0,12,2,44,4,8,2,0,1,18,2,2,2,0,0,35,7,4,0,0,0,0.09090909090909091,0.1111111111111111,0.2,0.18181818181818182,0.1111111111111111,0.11428571428571428,0,0,0,1
sofiane-diop,23,Left Winger,1.75,18000.0,11,4,35,7,2,4,0,0,45,9,7,6,0,0,31,3,4,1,0,0,0.2,0.2,0.0967741935483871,0.05714285714285714,0.15555555555555556,0.12903225806451613,0,0,0,1
neymar,31,Left Winger,1.75,70000.0,124,77,31,17,11,10,1,1,28,13,8,11,0,0,29,18,17,9,1,0,0.5483870967741935,0.4642857142857143,0.6206896551724138,0.3548387096774194,0.2857142857142857,0.5862068965517241,0,0,0,1
warren-zaire-emery,17,Central Midfield,1.78,18000.0,3,0,0,0,0,0,0,0,9,1,2,1,0,0,32,3,0,1,0,0,0.0,0.1111111111111111,0.09375,0.0,0.2222222222222222,0.0,0,0,1,0
jonathan-david,23,Centre-Forward,1.75,60000.0,40,24,48,13,5,1,0,0,48,19,0,3,0,0,40,26,4,7,0,0,0.2708333333333333,0.3958333333333333,0.65,0.10416666666666667,0.0,0.1,0,0,0,1
benjamin-bourigeaud,29,Right Midfield,1.78,18000.0,2,0,43,6,6,9,0,0,48,12,16,4,0,0,46,8,13,7,1,0,0.13953488372093023,0.25,0.17391304347826086,0.13953488372093023,0.3333333333333333,0.2826086956521739,0,0,1,0
ludovic-blas,25,Attacking Midfield,1.8,18000.0,14,1,39,11,5,5,0,0,41,15,5,10,0,0,51,12,8,7,0,0,0.28205128205128205,0.36585365853658536,0.23529411764705882,0.1282051282051282,0.12195121951219512,0.1568627450980392,0,0,1,0
ruslan-malinovskyi,30,Attacking Midfield,1.81,18000.0,52,7,43,10,12,6,0,0,41,10,7,10,0,0,38,3,3,6,0,0,0.23255813953488372,0.24390243902439024,0.07894736842105263,0.27906976744186046,0.17073170731707318,0.07894736842105263,0,0,1,0
vitinha,23,Central Midfield,1.72,42000.0,9,0,23,1,1,0,0,0,47,4,5,6,0,0,48,2,4,4,0,0,0.043478260869565216,0.0851063829787234,0.041666666666666664,0.043478260869565216,0.10638297872340426,0.08333333333333333,0,0,1,0
nuno-tavares,23,Left-Back,1.83,18000.0,12,1,25,0,3,5,0,0,28,1,2,2,0,0,39,6,0,7,0,1,0.0,0.03571428571428571,0.15384615384615385,0.12,0.07142857142857142,0.0,0,1,0,0
cengiz-under,25,Right Winger,1.73,17000.0,47,15,19,2,3,0,0,0,47,13,6,2,1,0,46,5,6,4,0,0,0.10526315789473684,0.2765957446808511,0.10869565217391304,0.15789473684210525,0.1276595744680851,0.13043478260869565,0,0,0,1
adrien-truffert,21,Left-Back,1.76,18000.0,1,0,36,1,4,3,0,0,41,3,3,4,0,0,38,0,7,1,0,0,0.027777777777777776,0.07317073170731707,0.0,0.1111111111111111,0.07317073170731707,0.18421052631578946,0,1,0,0
facundo-medina,24,Centre-Back,1.84,16000.0,2,0,26,3,0,12,0,0,34,1,0,11,0,0,35,3,5,7,0,0,0.11538461538461539,0.029411764705882353,0.08571428571428572,0.0,0.0,0.14285714285714285,0,1,0,0
kevin-danso,24,Centre-Back,1.9,16000.0,13,0,33,2,2,5,1,0,36,2,3,8,1,1,40,1,3,7,0,1,0.06060606060606061,0.05555555555555555,0.025,0.06060606060606061,0.08333333333333333,0.075,0,1,0,0
tiago-djalo,23,Centre-Back,1.9,16000.0,0,0,24,0,0,6,1,0,38,1,1,5,0,0,26,2,1,7,0,0,0.0,0.02631578947368421,0.07692307692307693,0.0,0.02631578947368421,0.038461538461538464,0,1,0,0
moussa-dembele,26,Centre-Forward,1.87,15000.0,25,13,23,1,0,3,0,0,36,22,5,6,0,0,28,3,1,1,0,0,0.043478260869565216,0.6111111111111112,0.10714285714285714,0.0,0.1388888888888889,0.03571428571428571,0,0,0,1
azzedine-ounahi,23,Central Midfield,1.82,15000.0,17,2,30,6,1,5,0,0,33,2,2,2,0,0,24,1,0,1,0,0,0.2,0.06060606060606061,0.041666666666666664,0.03333333333333333,0.06060606060606061,0.0,0,0,1,0
baptiste-santamaria,28,Defensive Midfield,1.83,15000.0,3,0,34,1,2,6,0,0,47,2,2,8,0,0,30,3,0,3,0,0,0.029411764705882353,0.0425531914893617,0.1,0.058823529411764705,0.0425531914893617,0.0,0,0,1,0
desire-doue,18,Attacking Midfield,1.81,15000.0,4,1,0,0,0,0,0,0,13,1,1,1,0,0,34,4,1,7,0,0,0.0,0.07692307692307693,0.11764705882352941,0.0,0.07692307692307693,0.029411764705882353,0,0,1,0
krepin-diatta,24,Right Winger,1.75,15000.0,31,2,40,11,2,4,0,0,13,2,0,0,0,0,42,5,6,5,0,0,0.275,0.15384615384615385,0.11904761904761904,0.05,0.0,0.14285714285714285,0,0,0,1
houssem-aouar,24,Central Midfield,1.75,15000.0,0,0,33,8,4,3,0,1,45,8,4,1,0,0,18,1,1,2,0,0,0.24242424242424243,0.17777777777777778,0.05555555555555555,0.12121212121212122,0.08888888888888889,0.05555555555555555,0,0,1,0
enzo-le-fee,23,Attacking Midfield,1.7,15000.0,7,3,37,0,5,6,0,0,38,2,3,2,0,0,36,6,5,5,0,0,0.0,0.05263157894736842,0.16666666666666666,0.13513513513513514,0.07894736842105263,0.1388888888888889,0,0,1,0
gaetan-laborde,29,Centre-Forward,1.81,14000.0,5,0,43,18,9,3,0,0,47,20,8,4,0,0,48,18,4,0,0,0,0.4186046511627907,0.425531914893617,0.375,0.20930232558139536,0.1702127659574468,0.08333333333333333,0,0,0,1
