name,age,position,height,value,national_matches,national_goals,matches20,goals20,assists20,yellow20,double_yellows20,red20,matches21,goals21,assists21,yellow21,double_yellows21,red21,matches22,goals22,assists22,yellow22,double_yellows22,red22,goal_percentage20,goal_percentage21,goal_percentage22,assists_percentage20,assists_percentage21,assists_percentage22,goalkeeper,deff,middle,attack
miguel-crespo,26,Central Midfield,1.86,8000.0,0,0,38,6,4,10,1,0,30,3,3,9,1,0,37,3,4,4,1,0,0.15789473684210525,0.1,0.08108108108108109,0.10526315789473684,0.1,0.10810810810810811,0,0,1,0
mahmoud-trezeguet,28,Left Winger,1.79,11000.0,59,9,22,2,2,0,0,0,15,7,4,1,0,0,41,13,10,6,0,0,0.09090909090909091,0.4666666666666667,0.3170731707317073,0.09090909090909091,0.26666666666666666,0.24390243902439024,0,0,0,1
arda-guler,18,Attacking Midfield,1.76,15000.0,2,0,22,10,7,3,0,0,24,7,11,1,0,0,34,6,6,2,0,0,0.45454545454545453,0.2916666666666667,0.17647058823529413,0.3181818181818182,0.4583333333333333,0.17647058823529413,0,0,1,0
anastasios-bakasetas,29,Attacking Midfield,1.81,10000.0,55,11,41,13,6,9,0,0,43,9,8,8,0,0,41,13,11,12,0,1,0.3170731707317073,0.20930232558139536,0.3170731707317073,0.14634146341463414,0.18604651162790697,0.2682926829268293,0,0,1,0
gedson-fernandes,24,Central Midfield,1.83,12000.0,2,0,20,1,3,2,0,0,15,3,3,4,0,0,36,3,7,7,0,0,0.05,0.2,0.08333333333333333,0.15,0.2,0.19444444444444445,0,0,1,0
nathan-redmond,29,Right Winger,1.73,10000.0,1,0,33,4,4,1,0,0,32,3,6,0,0,0,29,6,6,5,0,0,0.12121212121212122,0.09375,0.20689655172413793,0.12121212121212122,0.1875,0.20689655172413793,0,0,0,1
michy-batshuayi,29,Centre-Forward,1.85,10000.0,50,27,20,2,2,0,0,0,42,14,5,7,0,0,31,18,2,4,1,0,0.1,0.3333333333333333,0.5806451612903226,0.1,0.11904761904761904,0.06451612903225806,0,0,0,1
abdulkadir-omur,23,Attacking Midfield,1.68,8000.0,10,0,23,2,3,0,0,0,38,7,4,1,0,0,41,3,4,2,0,0,0.08695652173913043,0.18421052631578946,0.07317073170731707,0.13043478260869565,0.10526315789473684,0.0975609756097561,0,0,1,0
maxi-gomez,26,Centre-Forward,1.86,7000.0,31,4,31,7,5,6,0,1,32,5,2,7,1,1,37,7,6,4,0,1,0.22580645161290322,0.15625,0.1891891891891892,0.16129032258064516,0.0625,0.16216216216216217,0,0,0,1
yunus-akgun,22,Right Winger,1.73,7000.0,5,1,32,7,3,3,0,0,39,9,17,5,0,0,28,1,4,1,0,0,0.21875,0.23076923076923078,0.03571428571428571,0.09375,0.4358974358974359,0.14285714285714285,0,0,0,1
nicolo-zaniolo,23,Attacking Midfield,1.9,27000.0,11,2,0,0,0,0,0,0,42,8,9,14,1,1,28,7,4,7,0,2,0.0,0.19047619047619047,0.25,0.0,0.21428571428571427,0.14285714285714285,0,0,1,0
victor-nelsson,24,Centre-Back,1.85,18000.0,10,0,30,1,0,7,0,1,49,1,1,8,0,0,35,1,1,5,0,0,0.03333333333333333,0.02040816326530612,0.02857142857142857,0.0,0.02040816326530612,0.02857142857142857,0,1,0,0
bright-osayi-samuel,25,Right-Back,1.75,7000.0,3,0,42,4,4,3,0,0,43,2,5,6,0,0,37,0,1,8,0,0,0.09523809523809523,0.046511627906976744,0.0,0.09523809523809523,0.11627906976744186,0.02702702702702703,0,1,0,0
milot-rashica,26,Right Winger,1.77,8500.0,48,8,26,3,5,0,0,0,35,2,2,0,0,0,35,6,8,3,0,0,0.11538461538461539,0.05714285714285714,0.17142857142857143,0.19230769230769232,0.05714285714285714,0.22857142857142856,0,0,0,1
milot-rashica,26,Right Winger,1.77,8500.0,48,8,26,3,5,0,0,0,35,2,2,0,0,0,35,6,8,3,0,0,0.11538461538461539,0.05714285714285714,0.17142857142857143,0.19230769230769232,0.05714285714285714,0.22857142857142856,0,0,0,1
amir-hadziahmetovic,26,Defensive Midfield,1.79,7500.0,23,0,35,4,1,4,0,0,37,2,5,5,0,0,35,7,6,6,0,0,0.11428571428571428,0.05405405405405406,0.2,0.02857142857142857,0.13513513513513514,0.17142857142857143,0,0,1,0
adnan-januzaj,28,Right Winger,1.86,6000.0,15,1,36,4,4,2,0,0,44,5,3,7,0,0,22,3,3,1,0,1,0.1111111111111111,0.11363636363636363,0.13636363636363635,0.1111111111111111,0.06818181818181818,0.13636363636363635,0,0,0,1
sergio-oliveira,31,Central Midfield,1.81,7000.0,13,0,48,20,7,11,0,0,46,8,2,9,1,0,34,4,5,7,0,0,0.4166666666666667,0.17391304347826086,0.11764705882352941,0.14583333333333334,0.043478260869565216,0.14705882352941177,0,0,1,0
joao-pedro,31,Centre-Forward,1.84,6000.0,1,0,40,16,3,5,0,0,39,13,4,9,0,0,28,5,1,1,1,0,0.4,0.3333333333333333,0.17857142857142858,0.075,0.10256410256410256,0.03571428571428571,0,0,0,1
ersin-destanoglu,22,Goalkeeper,1.95,5000.0,0,0,37,0,2,0,1,0,41,0,6,0,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.05405405405405406,0.14634146341463414,0.0,1,0,0,0
rachid-ghezzal,31,Right Winger,1.82,5000.0,22,2,35,8,18,5,0,0,43,5,7,9,0,0,11,2,3,1,0,0,0.22857142857142856,0.11627906976744186,0.18181818181818182,0.5142857142857142,0.16279069767441862,0.2727272727272727,0,0,0,1
jean-philippe-gbamin,27,Defensive Midfield,1.86,4800.0,14,0,1,0,0,0,0,0,18,2,3,5,1,0,24,0,0,4,0,0,0.0,0.1111111111111111,0.0,0.0,0.16666666666666666,0.0,0,0,1,0
willian-arao,31,Defensive Midfield,1.81,6000.0,1,0,52,4,1,8,0,1,34,5,2,6,0,0,44,1,4,5,0,0,0.07692307692307693,0.14705882352941177,0.022727272727272728,0.019230769230769232,0.058823529411764705,0.09090909090909091,0,0,1,0
leo-dubois,28,Right-Back,1.78,5500.0,13,0,40,2,4,3,0,0,28,0,3,7,0,0,25,1,3,1,0,0,0.05,0.0,0.04,0.1,0.10714285714285714,0.12,0,1,0,0
fredrik-midtsjo,29,Central Midfield,1.76,5000.0,11,0,40,2,8,5,1,0,42,0,6,5,0,0,27,1,2,3,0,0,0.05,0.0,0.037037037037037035,0.2,0.14285714285714285,0.07407407407407407,0,0,1,0
valentin-rosier,26,Right-Back,1.75,6000.0,7,0,37,3,7,8,0,0,39,2,5,8,4,0,29,1,4,6,0,1,0.08108108108108109,0.05128205128205128,0.034482758620689655,0.1891891891891892,0.1282051282051282,0.13793103448275862,0,1,0,0
lincoln,24,Left-Back,1.78,5500.0,11,4,32,1,5,2,0,0,44,7,10,3,1,0,35,2,8,4,0,0,0.03125,0.1590909090909091,0.05714285714285714,0.15625,0.22727272727272727,0.22857142857142856,0,1,0,0
joshua-king,31,Centre-Forward,1.87,5000.0,62,20,25,3,2,0,0,0,33,5,3,5,0,0,27,7,3,3,0,0,0.12,0.15151515151515152,0.25925925925925924,0.08,0.09090909090909091,0.1111111111111111,0,0,0,1
romain-saiss,33,Centre-Back,1.88,5000.0,74,2,30,3,0,2,0,0,32,3,0,6,0,0,26,1,2,6,0,0,0.1,0.09375,0.038461538461538464,0.0,0.0,0.07692307692307693,0,1,0,0
haji-wright,25,Centre-Forward,1.93,6000.0,7,2,37,13,2,5,1,0,35,15,2,2,0,0,29,16,3,1,0,0,0.35135135135135137,0.42857142857142855,0.5517241379310345,0.05405405405405406,0.05714285714285714,0.10344827586206896,0,0,0,1
abdulkerim-bardakci,28,Centre-Back,1.85,6500.0,0,0,39,3,4,9,0,0,34,5,4,10,0,0,33,3,3,4,1,1,0.07692307692307693,0.14705882352941177,0.09090909090909091,0.10256410256410256,0.11764705882352941,0.09090909090909091,0,1,0,0
yusuf-demir,20,Right Winger,1.73,5000.0,10,2,32,9,3,1,0,0,23,1,0,2,0,0,11,1,1,1,0,0,0.28125,0.043478260869565216,0.09090909090909091,0.09375,0.0,0.09090909090909091,0,0,0,1
henry-onyekuru,26,Left Winger,1.75,5500.0,16,2,19,5,5,1,0,0,27,1,1,0,0,0,30,8,3,6,0,0,0.2631578947368421,0.037037037037037035,0.26666666666666666,0.2631578947368421,0.037037037037037035,0.1,0,0,0,1
arthur-masuaku,29,Left-Back,1.79,6000.0,14,2,14,0,2,3,0,0,24,1,1,1,0,0,32,2,6,8,0,0,0.0,0.041666666666666664,0.0625,0.14285714285714285,0.041666666666666664,0.1875,0,1,0,0
jayden-oosterwolde,22,Left-Back,1.89,5000.0,0,0,26,1,3,5,0,1,20,0,0,3,0,0,24,1,0,5,1,0,0.038461538461538464,0.0,0.041666666666666664,0.11538461538461539,0.0,0.0,0,1,0,0
manolis-siopis,29,Defensive Midfield,1.68,5500.0,23,1,38,0,1,9,0,0,38,0,1,6,0,0,40,0,0,5,0,0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0,0,1,0
dorukhan-tokoz,27,Central Midfield,1.8,5000.0,14,1,37,0,3,7,0,1,32,2,2,2,0,0,9,0,0,1,0,0,0.0,0.0625,0.0,0.08108108108108109,0.0625,0.0,0,0,1,0
miha-zajc,28,Central Midfield,1.78,6000.0,38,8,33,1,3,4,0,0,41,9,2,7,0,0,33,5,4,4,0,0,0.030303030303030304,0.21951219512195122,0.15151515151515152,0.09090909090909091,0.04878048780487805,0.12121212121212122,0,0,1,0
enis-bardhi,27,Attacking Midfield,1.72,4700.0,51,13,30,2,2,5,0,0,32,3,3,3,0,0,42,7,0,4,0,0,0.06666666666666667,0.09375,0.16666666666666666,0.06666666666666667,0.09375,0.0,0,0,1,0
nicolo-zaniolo,23,Attacking Midfield,1.9,27000.0,11,2,0,0,0,0,0,0,42,8,9,14,1,1,28,7,4,7,0,2,0.0,0.19047619047619047,0.25,0.0,0.21428571428571427,0.14285714285714285,0,0,1,0
victor-nelsson,24,Centre-Back,1.85,18000.0,10,0,30,1,0,7,0,1,49,1,1,8,0,0,35,1,1,5,0,0,0.03333333333333333,0.02040816326530612,0.02857142857142857,0.0,0.02040816326530612,0.02857142857142857,0,1,0,0
vincent-aboubakar,31,Centre-Forward,1.84,6000.0,95,35,32,17,5,0,0,0,24,8,4,1,0,0,28,17,4,4,0,0,0.53125,0.3333333333333333,0.6071428571428571,0.15625,0.16666666666666666,0.14285714285714285,0,0,0,1
jackson-muleka,23,Centre-Forward,1.8,4000.0,15,3,33,12,2,7,0,0,35,15,7,5,0,0,32,6,1,3,0,0,0.36363636363636365,0.42857142857142855,0.1875,0.06060606060606061,0.2,0.03125,0,0,0,1
berkay-ozcan,25,Central Midfield,1.8,4400.0,7,0,43,0,2,2,0,0,36,3,1,1,0,0,52,6,5,1,0,0,0.0,0.08333333333333333,0.11538461538461539,0.046511627906976744,0.027777777777777776,0.09615384615384616,0,0,1,0
tayyip-talha-sanuc,23,Centre-Back,1.88,4800.0,1,0,31,3,1,5,0,0,29,1,2,4,0,0,25,3,0,1,0,0,0.0967741935483871,0.034482758620689655,0.12,0.03225806451612903,0.06896551724137931,0.0,0,1,0,0
luan-peres,28,Centre-Back,1.9,5000.0,0,0,26,0,2,5,0,0,50,0,3,9,0,0,19,1,1,2,0,1,0.0,0.0,0.05263157894736842,0.07692307692307693,0.06,0.05263157894736842,0,1,0,0
ezgjan-alioski,31,Left-Back,1.71,4000.0,63,12,38,3,3,8,0,0,30,6,9,7,0,0,26,1,2,3,0,0,0.07894736842105263,0.2,0.038461538461538464,0.07894736842105263,0.3,0.07692307692307693,0,1,0,0
umut-bozok,26,Centre-Forward,1.78,4200.0,1,0,21,1,1,2,0,0,41,20,8,3,0,0,37,10,3,3,0,0,0.047619047619047616,0.4878048780487805,0.2702702702702703,0.047619047619047616,0.1951219512195122,0.08108108108108109,0,0,0,1
salih-ucan,29,Central Midfield,1.82,4700.0,1,0,40,3,7,11,0,0,25,0,0,4,1,0,32,3,8,6,0,0,0.075,0.0,0.09375,0.175,0.0,0.25,0,0,1,0
samet-akaydin,29,Centre-Back,1.9,4200.0,1,0,22,1,0,3,0,1,35,3,0,6,0,0,40,2,0,7,0,0,0.045454545454545456,0.08571428571428572,0.05,0.0,0.0,0.0,0,1,0,0
marc-bartra,32,Centre-Back,1.84,3700.0,14,1,19,0,1,3,0,0,32,2,0,6,0,0,40,4,1,5,0,1,0.0,0.0625,0.1,0.05263157894736842,0.0,0.025,0,1,0,0
berkan-kutlu,25,Central Midfield,1.86,4000.0,7,0,42,3,2,6,0,0,48,0,3,6,0,1,28,1,2,4,0,0,0.07142857142857142,0.0,0.03571428571428571,0.047619047619047616,0.0625,0.07142857142857142,0,0,1,0
georges-kevin-nkoudou,28,Left Winger,1.72,3300.0,5,0,38,8,5,1,0,0,17,4,0,1,0,0,22,5,1,2,0,0,0.21052631578947367,0.23529411764705882,0.22727272727272727,0.13157894736842105,0.0,0.045454545454545456,0,0,0,1
stefano-denswil,30,Centre-Back,1.88,3700.0,0,0,22,0,0,1,0,0,29,0,2,3,0,0,28,1,1,5,0,0,0.0,0.0,0.03571428571428571,0.0,0.06896551724137931,0.03571428571428571,0,1,0,0
bunyamin-balci,23,Right-Back,1.73,4000.0,12,0,40,2,6,3,0,0,37,2,4,2,0,0,36,0,4,3,0,1,0.05,0.05405405405405406,0.0,0.15,0.10810810810810811,0.1111111111111111,0,1,0,0
endri-cekici,26,Attacking Midfield,1.78,3200.0,11,1,34,3,2,6,0,1,38,6,5,3,0,0,24,2,1,3,0,0,0.08823529411764706,0.15789473684210525,0.08333333333333333,0.058823529411764705,0.13157894736842105,0.041666666666666664,0,0,1,0
andreas-bouchalakis,30,Central Midfield,1.86,3000.0,35,1,49,5,6,7,0,0,42,2,1,4,0,0,26,1,1,2,0,0,0.10204081632653061,0.047619047619047616,0.038461538461538464,0.12244897959183673,0.023809523809523808,0.038461538461538464,0,0,1,0
kaan-ayhan,28,Centre-Back,1.85,3700.0,51,5,20,0,0,2,0,0,24,1,0,2,0,1,17,2,0,1,0,0,0.0,0.041666666666666664,0.11764705882352941,0.0,0.0,0.0,0,1,0,0
eren-elmali,22,Left-Back,1.8,3600.0,7,0,6,0,0,0,0,0,35,1,4,6,0,0,47,0,3,9,0,0,0.0,0.02857142857142857,0.0,0.0,0.11428571428571428,0.06382978723404255,0,1,0,0
ismail-yuksek,24,Central Midfield,1.83,4000.0,6,1,20,1,1,4,0,0,30,3,2,8,0,0,31,1,1,6,1,0,0.05,0.1,0.03225806451612903,0.05,0.06666666666666667,0.03225806451612903,0,0,1,0
edin-visca,33,Right Winger,1.72,3000.0,55,10,32,6,11,2,0,0,40,10,14,3,0,0,15,2,6,0,0,0,0.1875,0.25,0.13333333333333333,0.34375,0.35,0.4,0,0,0,1
enner-valencia,33,Centre-Forward,1.77,3800.0,77,38,35,13,5,7,0,0,33,13,5,2,0,0,47,33,7,4,0,1,0.37142857142857144,0.3939393939393939,0.7021276595744681,0.14285714285714285,0.15151515151515152,0.14893617021276595,0,0,0,1
mounir-chouiar,24,Left Winger,1.77,3200.0,1,0,24,0,2,5,0,0,27,4,4,2,0,0,46,4,10,4,0,0,0.0,0.14814814814814814,0.08695652173913043,0.08333333333333333,0.14814814814814814,0.21739130434782608,0,0,0,1
emre-mor,25,Right Winger,1.69,4200.0,15,1,13,1,1,2,0,0,29,6,4,6,0,0,41,6,3,8,0,0,0.07692307692307693,0.20689655172413793,0.14634146341463414,0.07692307692307693,0.13793103448275862,0.07317073170731707,0,0,0,1
majid-hosseini,26,Centre-Back,1.87,3000.0,22,0,19,0,0,2,0,0,35,3,2,4,0,0,28,3,1,6,0,1,0.0,0.08571428571428572,0.10714285714285714,0.0,0.05714285714285714,0.03571428571428571,0,1,0,0
onur-bulut,29,Right-Back,1.79,3500.0,2,0,22,0,1,0,0,0,41,1,8,6,1,0,31,3,5,2,0,0,0.0,0.024390243902439025,0.0967741935483871,0.045454545454545456,0.1951219512195122,0.16129032258064516,0,1,0,0
nicolo-zaniolo,23,Attacking Midfield,1.9,27000.0,11,2,0,0,0,0,0,0,42,8,9,14,1,1,28,7,4,7,0,2,0.0,0.19047619047619047,0.25,0.0,0.21428571428571427,0.14285714285714285,0,0,1,0
victor-nelsson,24,Centre-Back,1.85,18000.0,10,0,30,1,0,7,0,1,49,1,1,8,0,0,35,1,1,5,0,0,0.03333333333333333,0.02040816326530612,0.02857142857142857,0.0,0.02040816326530612,0.02857142857142857,0,1,0,0
jorge-de-frutos,26,Right Winger,1.73,8000.0,0,0,41,4,12,3,0,0,25,4,7,4,0,0,43,5,7,6,0,1,0.0975609756097561,0.16,0.11627906976744186,0.2926829268292683,0.28,0.16279069767441862,0,0,0,1
alejandro-frances,20,Centre-Back,1.81,5000.0,9,1,29,0,0,5,0,1,33,1,2,8,0,0,24,0,0,4,1,0,0.0,0.030303030303030304,0.0,0.0,0.06060606060606061,0.0,0,1,0,0
jon-karrikaburu,20,Centre-Forward,1.83,5000.0,2,0,9,4,2,2,0,0,37,11,2,5,0,0,31,5,0,4,0,0,0.4444444444444444,0.2972972972972973,0.16129032258064516,0.2222222222222222,0.05405405405405406,0.0,0,0,0,1
myrto-uzuni,28,Left Winger,1.78,8000.0,29,5,36,15,6,4,0,0,46,22,9,7,0,0,39,23,5,7,0,0,0.4166666666666667,0.4782608695652174,0.5897435897435898,0.16666666666666666,0.1956521739130435,0.1282051282051282,0,0,0,1
antonio-puertas,31,Right Winger,1.83,4500.0,0,0,51,4,10,5,0,0,34,7,1,4,0,0,36,4,5,4,0,0,0.0784313725490196,0.20588235294117646,0.1111111111111111,0.19607843137254902,0.029411764705882353,0.1388888888888889,0,0,0,1
borja-baston,30,Centre-Forward,1.86,4000.0,0,0,38,5,3,5,0,0,40,22,2,4,0,0,36,10,0,8,0,0,0.13157894736842105,0.55,0.2777777777777778,0.07894736842105263,0.05,0.0,0,0,0,1
stoichkov,29,Centre-Forward,1.78,4000.0,0,0,41,12,1,4,0,0,41,21,4,7,0,1,42,13,1,11,0,0,0.2926829268292683,0.5121951219512195,0.30952380952380953,0.024390243902439025,0.0975609756097561,0.023809523809523808,0,0,0,1
uros-djurdjevic,29,Centre-Forward,1.81,4000.0,10,0,41,22,1,7,0,0,39,16,5,13,0,0,35,6,1,10,1,0,0.5365853658536586,0.41025641025641024,0.17142857142857143,0.024390243902439025,0.1282051282051282,0.02857142857142857,0,0,0,1
shon-weissman,27,Centre-Forward,1.74,5000.0,26,4,34,7,3,3,0,0,41,21,3,3,0,1,30,3,0,1,0,0,0.20588235294117646,0.5121951219512195,0.1,0.08823529411764706,0.07317073170731707,0.0,0,0,0,1
ruben-vezo,29,Centre-Back,1.82,4000.0,0,0,37,1,0,7,0,0,32,0,1,4,0,0,28,0,1,9,0,0,0.02702702702702703,0.0,0.0,0.0,0.03125,0.03571428571428571,0,1,0,0
pepelu,24,Defensive Midfield,1.86,3000.0,3,0,33,1,0,8,0,0,30,0,1,9,0,0,44,1,2,10,1,0,0.030303030303030304,0.0,0.022727272727272728,0.0,0.03333333333333333,0.045454545454545456,0,0,1,0
pepe,26,Central Midfield,1.83,3000.0,10,0,31,0,1,4,0,0,37,5,7,8,0,0,25,0,5,6,0,0,0.0,0.13513513513513514,0.0,0.03225806451612903,0.1891891891891892,0.2,0,0,1,0
antonio-blanco,22,Defensive Midfield,1.76,3500.0,6,0,23,0,1,7,0,0,24,1,0,10,0,1,22,0,0,11,0,0,0.0,0.041666666666666664,0.0,0.043478260869565216,0.0,0.0,0,0,1,0
jose-campana,30,Central Midfield,1.79,4000.0,1,0,9,1,2,1,0,0,20,2,2,6,0,1,22,5,1,4,0,0,0.1111111111111111,0.1,0.22727272727272727,0.2222222222222222,0.1,0.045454545454545456,0,0,1,0
alberto-moleiro,19,Attacking Midfield,1.69,3000.0,2,0,2,0,0,0,0,0,38,3,1,2,0,0,42,0,8,4,0,0,0.0,0.07894736842105263,0.0,0.0,0.02631578947368421,0.19047619047619047,0,0,1,0
luis-rioja,29,Left Winger,1.76,3000.0,0,0,36,5,2,4,0,0,39,2,6,3,0,0,42,10,4,6,0,1,0.1388888888888889,0.05128205128205128,0.23809523809523808,0.05555555555555555,0.15384615384615385,0.09523809523809523,0,0,0,1
jose-corpas,31,Right Winger,1.78,3000.0,0,0,45,12,8,8,1,0,44,8,3,5,0,0,44,4,2,8,0,0,0.26666666666666666,0.18181818181818182,0.09090909090909091,0.17777777777777778,0.06818181818181818,0.045454545454545456,0,0,0,1
francho-serrano,21,Central Midfield,1.8,3000.0,2,0,34,2,0,3,0,0,32,2,1,1,0,0,37,1,1,3,0,0,0.058823529411764705,0.0625,0.02702702702702703,0.0,0.03125,0.02702702702702703,0,0,1,0
jose-manuel-arnaiz,28,Left Winger,1.73,3000.0,0,0,33,6,1,4,0,0,40,7,1,3,0,0,39,9,3,6,0,0,0.18181818181818182,0.175,0.23076923076923078,0.030303030303030304,0.025,0.07692307692307693,0,0,0,1
fer-nino,22,Centre-Forward,1.91,3000.0,5,2,28,8,1,1,0,0,25,2,0,3,0,0,42,4,4,2,0,0,0.2857142857142857,0.08,0.09523809523809523,0.03571428571428571,0.0,0.09523809523809523,0,0,0,1
wesley-moraes,26,Centre-Forward,1.91,3000.0,1,0,5,0,0,0,0,0,27,2,0,6,0,0,40,4,2,7,0,0,0.0,0.07407407407407407,0.1,0.0,0.0,0.05,0,0,0,1
nahuel-tenaglia,27,Right-Back,1.81,3000.0,0,0,41,5,4,12,0,0,14,0,0,2,0,0,36,3,3,8,0,0,0.12195121951219512,0.0,0.08333333333333333,0.0975609756097561,0.0,0.08333333333333333,0,1,0,0
myrto-uzuni,28,Left Winger,1.78,8000.0,29,5,36,15,6,4,0,0,46,22,9,7,0,0,39,23,5,7,0,0,0.4166666666666667,0.4782608695652174,0.5897435897435898,0.16666666666666666,0.1956521739130435,0.1282051282051282,0,0,0,1
victor-mollejo,22,Right Winger,1.76,3000.0,13,3,14,2,0,2,0,0,43,4,3,10,0,1,29,3,2,5,0,0,0.14285714285714285,0.09302325581395349,0.10344827586206896,0.0,0.06976744186046512,0.06896551724137931,0,0,0,1
ivan-azon,20,Centre-Forward,1.82,3000.0,1,0,32,4,3,2,0,0,37,7,2,2,0,0,19,3,1,0,0,0,0.125,0.1891891891891892,0.15789473684210525,0.09375,0.05405405405405406,0.05263157894736842,0,0,0,1
mamadou-mbacke,20,Centre-Back,1.89,2800.0,0,0,27,4,0,2,0,0,20,2,1,7,0,0,27,3,0,6,1,0,0.14814814814814814,0.1,0.1111111111111111,0.0,0.05,0.0,0,1,0,0
wesley-moraes,26,Centre-Forward,1.91,3000.0,1,0,5,0,0,0,0,0,27,2,0,6,0,0,40,4,2,7,0,0,0.0,0.07407407407407407,0.1,0.0,0.0,0.05,0,0,0,1
roberto-lopez,23,Attacking Midfield,1.78,2500.0,3,2,20,3,1,0,0,0,28,4,1,3,0,0,42,8,5,5,0,0,0.15,0.14285714285714285,0.19047619047619047,0.05,0.03571428571428571,0.11904761904761904,0,0,1,0
roberto-lopez,23,Attacking Midfield,1.78,2500.0,3,2,20,3,1,0,0,0,28,4,1,3,0,0,42,8,5,5,0,0,0.15,0.14285714285714285,0.19047619047619047,0.05,0.03571428571428571,0.11904761904761904,0,0,1,0
ruben-duarte,27,Left-Back,1.79,2500.0,9,0,31,1,1,4,1,0,34,0,5,11,1,0,41,0,6,15,2,0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.14705882352941177,0.14634146341463414,0,1,0,0
juan-otero,28,Right Winger,1.82,2500.0,0,0,38,4,5,4,0,0,33,2,0,2,0,0,44,6,0,9,0,0,0.10526315789473684,0.06060606060606061,0.13636363636363635,0.13157894736842105,0.0,0.0,0,0,0,1
asier-villalibre,25,Centre-Forward,1.84,2500.0,1,0,43,6,3,2,0,0,20,2,0,0,0,0,25,4,3,3,0,0,0.13953488372093023,0.1,0.16,0.06976744186046512,0.0,0.12,0,0,0,1
loren-moron,29,Centre-Forward,1.85,2500.0,0,0,27,1,0,2,0,0,26,4,1,0,0,0,14,2,0,3,0,0,0.037037037037037035,0.15384615384615385,0.14285714285714285,0.0,0.038461538461538464,0.0,0,0,0,1
njegos-petrovic,23,Defensive Midfield,1.85,2500.0,0,0,47,2,0,4,0,0,30,0,1,5,0,0,27,0,1,3,0,0,0.0425531914893617,0.0,0.0,0.0,0.03333333333333333,0.037037037037037035,0,0,1,0
ruben-pardo,30,Central Midfield,1.82,2400.0,7,0,40,4,4,4,0,0,35,1,9,5,0,1,35,1,2,6,0,0,0.1,0.02857142857142857,0.02857142857142857,0.1,0.2571428571428571,0.05714285714285714,0,0,1,0
pedro-diaz,25,Central Midfield,1.8,2500.0,0,0,38,3,6,5,0,0,44,4,2,3,0,0,36,4,5,3,0,0,0.07894736842105263,0.09090909090909091,0.1111111111111111,0.15789473684210525,0.045454545454545456,0.1388888888888889,0,0,1,0
raul-moro,20,Left Winger,1.69,2500.0,1,0,30,18,7,3,0,0,20,1,1,1,0,0,28,1,2,4,0,0,0.6,0.05,0.03571428571428571,0.23333333333333334,0.05,0.07142857142857142,0,0,0,1
manu-vallejo,26,Left Winger,1.67,2400.0,3,0,33,6,3,2,0,0,22,2,1,3,0,0,24,4,2,1,0,0,0.18181818181818182,0.09090909090909091,0.16666666666666666,0.09090909090909091,0.045454545454545456,0.08333333333333333,0,0,0,1
borja-garces,23,Centre-Forward,1.83,2200.0,0,0,29,9,0,6,0,0,30,5,1,5,0,0,38,4,2,4,0,1,0.3103448275862069,0.16666666666666666,0.10526315789473684,0.0,0.03333333333333333,0.05263157894736842,0,0,0,1
kento-hashimoto,29,Defensive Midfield,1.83,2200.0,15,1,20,6,1,7,0,0,20,3,2,2,0,0,33,0,0,5,0,0,0.3,0.15,0.0,0.05,0.1,0.0,0,0,1,0
fede-vico,28,Attacking Midfield,1.79,2000.0,6,0,24,3,0,1,0,0,16,2,2,2,0,0,41,1,2,5,0,1,0.125,0.125,0.024390243902439025,0.0,0.125,0.04878048780487805,0,0,1,0
jose-marsa,21,Centre-Back,1.85,2000.0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,25,0,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.08,0,1,0,0
giuliano-simeone,20,Centre-Forward,1.73,2000.0,0,0,15,3,0,4,0,0,1,0,0,0,0,0,37,9,3,4,1,0,0.2,0.0,0.24324324324324326,0.0,0.0,0.08108108108108109,0,0,0,1
fran-villalba,25,Attacking Midfield,1.68,2000.0,0,0,35,3,4,3,0,0,42,4,5,9,0,0,35,1,2,7,0,0,0.08571428571428572,0.09523809523809523,0.02857142857142857,0.11428571428571428,0.11904761904761904,0.05714285714285714,0,0,1,0
carlos-izquierdoz,34,Centre-Back,1.85,2000.0,0,0,41,3,1,4,0,1,19,1,0,2,1,0,35,1,1,6,1,0,0.07317073170731707,0.05263157894736842,0.02857142857142857,0.024390243902439025,0.0,0.02857142857142857,0,1,0,0
miguel-de-la-fuente,23,Centre-Forward,1.82,2000.0,1,1,29,6,3,2,0,0,24,1,2,3,0,0,34,4,4,5,0,0,0.20689655172413793,0.041666666666666664,0.11764705882352941,0.10344827586206896,0.08333333333333333,0.11764705882352941,0,0,0,1
jason,28,Right Winger,1.78,2000.0,0,0,21,0,0,3,1,0,21,0,1,3,0,0,37,2,0,4,0,0,0.0,0.0,0.05405405405405406,0.0,0.047619047619047616,0.0,0,0,0,1
tomas-alarcon,24,Defensive Midfield,1.76,2000.0,12,0,7,1,0,2,0,0,24,1,1,5,0,0,17,0,0,2,1,1,0.14285714285714285,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0,0,1,0
